Restaurant	Price	Food	Service	Review
"""""""Chateau de la commanderie - Grenoble"""""""	Mixed	Positive	Mixed	"""""""Avec son cadre incroyable, """"""""Le Château de la Commanderie"""""""" est un endroit idéal pour venir partager un repas le soir de la Saint-Valentin. La carte très élaborée, à laissé place à des assiettes tout aussi modernes et toutes plus succulentes les uns que les autres ! Adeptes des restaurants gastronomiques, nous avons pourtant particulièrement était marqués par la présentation très soignée des plats. Prix peut-être un peu élevé (89€ par personne, sans boissons), pour la prestation, car plusieurs petites erreurs sont à noter tout au long de la soirée. Hormis ça, je recommanderai sans hésiter cet établissement !"""""""
Une Semaine sur Deux - Grenoble	No Opinion	Positive	No Opinion	Repas delicieux, vins de qualité, je vous conseille le Karas accompagné d'un filet de Bœuf et du dessert au chocolat. Pensez à réserver meme si le midi il y a plus de place. Je reviendrai à nouveau
"""""""Terre Adélice - Lyon"""""""	Positive	Positive	Positive	"""""""On y a été un jour où il faisait très chaud et nous voulions tester ce glacier qui nous avait déjà fait de l'oeil. Le service est rapide, la carte des glaces propose beaucoup de parfums dont certains assez originaux. On a bien aimer."""""""
Le Chalet Restaurant - Annecy	No Opinion	No Opinion	Positive	Excellent restaurant . Nous sommes arrivés à 8 personnes en dernière minute. Accueil au top! Service au top! Je recommande !
La veyrie - Bernin	Negative	Negative	No Opinion	Le cadre est juste splendide. La vue exceptionnelle ! Mais.... le concept de la salière « la baleine » et flacon de ketchup posé sur la table avec serviettes en papier, reste assez moyen au vue du prix relativement élevé. Le repas n’a rien d’exceptionnel. Pas de chance j’ai eu une chaise bancale, puis une chaise dont le dossier à grincé pendant tout le repas...
Les Grands Buffets - Narbonne	No Opinion	No Opinion	No Opinion	3eme fois aux grands buffets de Narbonne. Ce sera la dernière. Nous sommes venus en 2023, en juin 2024 avec UNE POUSSETTE sans soucis.  Réservé le 28 Juillet pour le 20 Août AVEC POUSSETTE.  A l arrivée, on nous apprend que les poussettes ne sont plus admises... Avec un bébé de 4 mois, tout le long du repas dans les bras, pour le dîner, une SOIREE SANS PLAISIR, LONGUE ET DIFFICILE POUR BEBE QUE L ON A DU ÉCOURTER. ÉCŒURÉS DES GRANDS BUFFETS.... Nous ne viendrons plus jamais.
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	Negative	Positive	Le lieu est magnifique : Très belle ( et grande) salle ancienne décorée avec goût ( mais aussi un peu de froideur ) et surtout splendide terrasse,  dans un jardin,en plein centre de la vieille ville. Mais la cuisine n'est pas vraiment au diapason, un brin chichiteuse et largement insipide .Au menu de midi ce jour là de la brandade de cabillaud( dans laquelle on cherche vainement le goût du poisson ) et une ( toute petite) tarte tatin revisitée, là encore sans grande saveur . Vin au verre très cher et de qualité quelconque. Service diligent et aimable Les Jardins Sainte Cécile font partie de ces restaurants, de plus en plus nombreux à Grenoble dans lesquels on semble se préoccuper davantage du décor et de la présentation  des plats que du contenu des assiettes . DOMMAGE!!!!
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Serveur Steven efficace et très sympathique ! Bonne ambiance avec un joli décors.  Repas au top je recommande fortement
Les Terrasses de Lyon - Lyon	No Opinion	Positive	Positive	En cette période, il peut être agréable de se faire plaisir en commandant un déjeuner à emporter. Ayant réservé 3 menus, nous avons particulièrement apprécié les saveurs et la cuisson initiale parfaite, permettant de réchauffer les plats sans les assécher. Ayant commandé un menu avec de la viande et 2 menus avec du poisson (filet de bar), nous avons passé un moment gustatif très agréable.Pour ne rien gâcher l'accueil et la préparation des plats étaient parfaits !
Brasserie Georges - Lyon	Negative	Positive	Positive	Une institution lyonnaise que cette brasserie. Une trèèès grande brasserie trèèès animée. Donc de l’ambiance dans la salle, nous nous avons apprécié. Les plats étaient bons et bien préparé. Tout n’est pas maison mais les produits sont bons. Le service rapide et très agréable : mention spéciale pour la préparation des tartares à table. Par contre le prix est un peu excessif…. On paie le cadre …. Dommage
Les Terrasses de Lyon - Lyon	No Opinion	Negative	Negative	Le cadre est magnifique mais malheureusement le personnel trop inexperimenté. Nous avions réservé pour 19h30 et le premier plat est arrivé à 20h30... C'etait un menu à 6 services dont 2 desserts mais nous n'avons eu qu'un dessert. Dommage aussi que le personnel ne connaisse pas Lyon et ne sache pas répondre aux questions des clients sur la vue.
Une Semaine sur Deux - Grenoble	No Opinion	Positive	No Opinion	Petit restaurant mais cuisine intéressante avec un plat signature Le Poulpe qui est vraiment délicieux. La carte tourne fréquemment ce qui incite à revenir souvent :)
Les Grands Buffets - Narbonne	No Opinion	Positive	Positive	ENDROIT PARFAIT ET LUXUEUX,  BUFFETS A COUPER LE SOUFFLE, CHOIX GIGANTESQUE;  NOTRE SERVITEUR MICHAEL ETAIT TRES SYMPATHIQUE, PREVENANT ET DE BON CONSEIL,  TRES PROFESSIONNEL. JOURNEE MAGNIFIQUE AU GRANDS BUFFETS.  MERCI BEAUCOUP.
Le Chalet Restaurant - Annecy	No Opinion	No Opinion	Positive	Restaurant très sympathique et chaleureux, très bonne accueil, serveur gracieux .  Je recommande très bonne adresse !!
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Positive	Bon moment passé au 3 Brasseurs , le cadre est original est sympathique, les bières varient et permettent de nouvelles découvertes, les plats sont bons et généralement servis dans ses délais corrects. Petit point Négative : la salle est souvent chargée, de ce fait assez bruyante.
Les 3 Brasseurs - Echirolles	Mixed	Positive	Positive	Le cadre est sympathique, un peu bruyant car beaucoup de monde ce soir là. Les repas sont copieux et bons, accompagnés d une bonne bière maison. Service efficace.
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	J'y suis allé sur la recommandation de l'hôtel où je séjournais. Très bon accueil, joli cadre, belle carte et de très bons plats. L'amabilité et la courtoisie du personnel est un point fort. On sent le sourire derrière le masque ! Bravo à l'équipe. Sur le plan culinaire, rien à dire... Peut-être que les plats mériteraient d'être un poil plus chaud lorsqu'ils sont servis.
Le Chalet Restaurant - Annecy	No Opinion	Mixed	Positive	Une bonne fondue même tard un cadre agréable. Planche de charcuterie par contre en supplément.  Un service agréable . À faire en locaux ou en touriste
Les Terrasses de Lyon - Lyon	No Opinion	Positive	Positive	un accueil chaleureux par un personnel souriant. Les menus est super et l'accord avec les vins très bien. Nous avons apprécies de déjeuner sur la terrasse avec une vue imprenable nous reviendrons
Les 3 Brasseurs - Echirolles	Negative	Mixed	Negative	Les repas très bon dans l’ensemble. On veut une table basse on nous dissuade, il est 11:45 … La choucroute bonne.  La poutine aussi. Le wok  de légume ce n’est pas du wok. Et le désert aux cheveux. ça sublime… Alors là la réaction des serveurs top.  Le patron lui il ne voulait pas venir il a fallu insister, il fini posa offrir le dessert souillé avec une demi excuse. C’est juste lamentable monsieur le patron payer une addition à près de 40€ par personne avec une touffe de cheveux c’est pas un désert qu’il faut offrir c’est tous les desserts de la table voir l’addition.  Honte à la chaîne que j’adore mais je n’irai plus jamais a celui ci. Vivement mon retour à Toulouse.  Je ne pense pas en rester là.  Je vais commencer par Google, je prépare la semaine prochaine un courrier à la direction de la protection des populations, et je vais aller plus haut.  J’ai réglé mon addiction sur internet, on est sorti du resto sans aucune excuse ni un mot de sympathie.   Les 3 brasseurs. Quelle image.
Le Bombay	No Opinion	Positive	Positive	C’est le meilleur indien de Grenoble! J’en ai testé plusieurs et je reviens toujours vers eux! Les plats sont super bon à des prix corrects. Toute l’équipe qui nous accueille est très sympathique. Allez y mais penser à bien à réserver car il est souvent complet.
L'Entrecôte	No Opinion	Negative	Negative	Pas besoin de parler du menu tout le monde le connaît par contre on n’y est allé entre amis et il faisait une chaleur à la limite du supportable dans les salles du haut. Salade d’entrée un peu trop d’huile. Et le service était un peu trop expéditif à notre goût. Même des frites renversé sur nos jambes au deuxième service.
Brasserie Georges - Lyon	No Opinion	Positive	Positive	On ne peut pas aller à Lyon sans passer par la Brasserie Georges.  Cette brasserie emblématique de 1836 propose des plats lyonnais traditionnels, de la bière brassée sur place.  La salle fait 710 m² mais offre à chacun un peu d'intimité grâce aux banquettes. Des plaques commémoratives sont apposées sur les banquettes afin d'immortaliser le passage des célébrités comme Jean Moulin, Jacques Brel, Ernest Hemingway, Edith Piaf ou dernièrement Gérard Collomb. On y mange bien compte tenu du nombre impressionnant de repas servis en même temps.  Nous aimons y aller pour la choucroute, le pâté en croûte et l'omelette norvégienne en dessert. on y va aussi pour les anniversaires rythmés par le limonaire et les applaudissements de la salle et des serveurs.
Les Terrasses Poulard - Le Mont-Saint-Michel	Negative	Negative	Negative	Quel dommage d’avoir une si belle vue et de ne pas avoir une prestation de qualité! On est sur de l’attrape touriste!!! Sur le papier le menu est alléchant une salade à base de saumon fumé maison,mais ou est le fumé?plutôt mariné.....  une omelette au lard  ou nous avons une omelette fade avec le lard caché en dessous.... Et pour terminer un café gourmand loin d’être gourmand avec deux  réductions sucrés sans doutes congelés posés sur la sous tasse et une pointe de chantilly qui fond au contact de la tasse chaude, pour un menu à quasiment 30€ on s’attend quand même à mieux. Le service est catastrophique avec un personnel qui n’est professionnel   J’aurais du regarder les avis dans TripAdvisor avant de rentrer
Une Semaine sur Deux - Grenoble	Positive	Positive	No Opinion	Difficile pour manger dans ce restaurant !Nous avons testé un midi et nous n'avons pas été dé§u. Le lapin, le gratin de poisson, la soupe de fruits étaient excellents. Le café par contre ne m'a laissé une envie d'en reprendre. La cuisine est de type du marché avec un bon rapport qualité/prix. pour 4 plats+désserts+1vin+1café 69 euros
L'Entrecôte	No Opinion	Positive	Negative	Points positifs: très bonne viande, très bonnes frites, bonne sauce. Points plus difficiles: 1 seule viande proposée, c’est vraiment peu. Ambiance tendue au service, on le ressent vraiment. Un peu usine donc. Ceci étant, il faut juste savoir pourquoi on y va.
La Fondue - Grenoble	No Opinion	Mixed	Positive	Nous avons pris fondue savoyarde aux cèpes et raclette classique. Suffisamment copieux pour ne pas avoir encore de desserts. Génépi offert à la fin du repas. Accueil sympa. Autant la raclette est basique, avec fromage de supermarché, autant la fondue était riche en cèpes et surtout excellente.
Le Bombay	Mixed	Positive	Positive	L'accueil est très agréable. Les plats sont bons et copieux. Les prix raisonnables. Service un peu lent, mais c'était tellement bon que ça n'a en rien entaché l'envie d'y retourner !
La veyrie - Bernin	No Opinion	Negative	Negative	Dimanche soir serveuse seule pour 50 couverts Burger le pain est extrêmement cuit très sec et très chère pour ce que c’est.
Le Gratin Dauphinois - Grenoble	Positive	Positive	No Opinion	Très bonne salade au Gratin. Assiette copieuse (même peut être un peu trop) accompagnée d’un plat de - vrai - gratin dauphinois pour trois. Poussés par la gourmandise, nous sommes allés jusqu’au bout ;)
Shunbun - Grenoble	Positive	Positive	Positive	Laisser vous tenter par des variétés de makis aux goûts subtiles et peu conventionnels.  Décoration épurée, ambiance chaleureuse, service impeccable. Possibilité de commander à emporter, rapport qualité prix excellent. Une adresse à retenir.
Chalet la Pricaz - Montmin	Positive	Positive	Positive	Grande amabilité, serviabilité, gentillesse du personnel. En retard, ils m ont appeler gentiment et m ont garantie qu ils gardaient la table alors qu ils avaient beaucoup de monde. Prix très corrects vu le parano qui est à couper le souffle.  Très bonne fondue, copieux. Attention à venir avant l heure à cause des difficultés à se garer autour car beaucoup de monde
La Ferme à Dédé - Grenoble	Mixed	Mixed	No Opinion	Si vous êtes de passage et souhaitez goûter des plats de la région (et que vous avez un budget de 20 à 30 euro par tête avec une grosse faim) ce restaurant saura vous satisfaire. Pas exceptionnel ni mauvais !
La Belle Idée - Grenoble	No Opinion	Positive	Positive	Nous avons passé un très bon moment. L'accueil et le service parfait. La décoration est très sympa. Les plats sont copieux et très bon, il y a suffisamment de plats sachant que c'est du fait maison.  Nous reviendrons avec plaisir.
Le Bombay	Negative	Positive	Positive	Nous avons passé une très bonne soirée en famille. Ce n’est pas donné mais l’accueil, l’ambiance et les plats étaient top.
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Toujours ravie excellent accueil. Plats savoureux. Produits de saison, jolie carte des vins. je recommande vivement
Les Grands Buffets - Narbonne	Negative	Positive	No Opinion	Accueil dans la tradition des grands restaurants,nous avons été installé dans une grande salle trés bruyante où il est trés difficile de communiquer et de circuler autant pour aller chercher un plat ou il vous faudras effectuer une attente de minimum 15 minutes et 5 minutes pour retrouver votre table au milieux de cette foule ,les plats sont excellent mais il refroidissent.Tout ce temps perdu à attendre est du temps non partagé avec les convives . Déçu je ne recommande pas car on peut trouver la même qualité sans tout ces défauts et un délai d'attente de 6 moi à 1 an.
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Parfait, nous sommes arrivés avec 1h30 d'avance sur notre réservation, il faisait si froid que j'ai demandé si il était possible de venir avant l'heure de la réservation, ma fille était gelée,on nous a accepté. Le cadre est superbe ,nous avons très bien mangé, plat copieux nous n'avons pas pu finir nos assiettes, le service impeccable et sans trop d'attente , c'est très appréciable. La qualité des produits est là, je recommande !
Les Terrasses Poulard - Le Mont-Saint-Michel	No Opinion	Mixed	Negative	Cuisine acceptable Accueil froid Les amis venant du Vietnam, ils découvraient le Mont Saint Michel pour la première fois. Nous souhaitions disposer de l'une des tables disponible en terrasse mais cela nous fut refusé sans aucune explication. Service sans aimabilité
Le Marrakech - Annecy	Mixed	Positive	Mixed	La décoration est vraiment typique et offre un moment d'immersion assez sympathique. Le service est acceptable mais sans plus ! Servir avec le sourire serait plus agréable pour tout le monde. Malgré la tradition vous n'aurez rien d'autre que des olives avec votre apéritif ! C'est bien dommage se ne pas avoir quelques petits amusés gueules typiques. La carte fait vieillots. Mais les plats sont assez sympa et goûteux. Les prix sont un peu élevés mais restent correctes. Je ne saurais l'expliquer mais malgré le fait d'avoir passer une soirée sympathique je n'ai pas envie d'y retourner tout de suite. Il manque le petit quelque chose qui fait la différence.
Bistrot André - Grenoble	No Opinion	Positive	No Opinion	Repas très agréable et délicieux comme d’habitude. Merci beaucoup pour votre accueil et vos belles découverte culinaires.
Chalet la Pricaz - Montmin	No Opinion	Negative	Negative	"""Pathétique! Malgré une réservation et des recommandations expresses très précises 48 H avant notre venue, la table affectée ne correspond en rien à notre demande. """"Impossible de changer', nous est-il opposé. Tout le repas s'est passé à l'ombre. On s'est gelé. Et en prime, un service calamiteux (après 3 réclamations, le pain est enfin arrivé... pour le dessert ... et on attend toujours la carafe d'eau!). La cuisine prétentieuse et incohérente. On était de fervents habitués de La Pricaz...ce fût, à coup sur; la """"dernière""""! Gare, on est pas tous des touristes!"""
La Ferme à Dédé - Grenoble	No Opinion	Positive	No Opinion	Vous voulez prendre 2 kilogrammes ? Impeccable c'est ici qu'il faut aller - en plus c'est excellentissime !
La veyrie - Bernin	No Opinion	Positive	Positive	Nous souhaitons particulièrement remercier votre personnel pour leur bonne humeur, leur efficacité et leur sourire pour l'organisation de notre réception professionnelle. La qualité du buffet était exceptionnelle également .  Merci et à très bientôt
La veyrie - Bernin	Positive	Positive	Positive	Un an depuis notre dernière visite et nous sommes toujours séduits. Les plats sont beaux et savoureux, l’équipe est accueillante et chaleureuse. Le cadre est magnifique. Tout est réuni pour un excellent repas, et ce fut le cas. J’irais à nouveau !
Le Chalet Restaurant - Annecy	No Opinion	No Opinion	Positive	À chaque fois que je viens à Annecy pour les vacances, je viens manger ici! C’est un très bel établissement. Mention spéciale au patron qui se prénomme Remy me semble-t-il ainsi qu’à la serveuse Julie qui nous a très bien servis. Un réel plaisir et bonheur de revenir au chalet chaque année.
"""""""Terre Adélice - Lyon"""""""	Negative	Positive	Positive	"""""""Très grand choix de parfum et très bonnes glaces... Malgrès la qualité le prix reste élevé (4 euros la boule), surtout quand on est en famille..."""""""
La veyrie - Bernin	No Opinion	Positive	Positive	Ce restaurant offre une belle vue sur les montagnes du côté pelouse, et dispose également d'un coin terrasse avec sol en béton. Le lieu est calme et nous avons été bien accueillis. Le repas était simplement parfait. De bonnes doses qui nous permettent de repartir en ayant plus faim mais sans être trop pleins. Nous avons chacun pris un menu entrée+plat+dessert et ce fut un agréable moment. Allez-y les yeux fermés, les assiettes sont excellentes !
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Toujours aussi bon  Né à jamais baisser en qualité  Ce qui est rare de nos jours. J’y retournerai encore sans problème  Le personnel toujours au top
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Cadre assez exceptionnel en cave à deux pas de la Cathédrale. Plats traditionnels alsaciens de qualité et service efficace. Choix un peu limité de bière.
Le Marrakech - Annecy	Positive	Positive	Positive	Super soirée, service au top. Plats nickel. Accueil chaleureux, super ambiance. Un restaurant au décor incroyable, et des plats savoureux,pour un prix raisonnable.  J y retournerais volontier, et le conseil grandement.
Le Gratin Dauphinois - Grenoble	No Opinion	Negative	Negative	"""Très décontenancé par l'accueil dans ce restaurant. On n'y va pas pour la qualité des mets car le menu est basique et principalement à base de ravioles et autres plats régionaux. Mais on le sait quand on y va. Le problème, c'est quand on vous demande si tout s'est bien passé est que vous faites remarquer que vous avez attendu 45 minutes pour avoir une cassolette de ravioles est une planche de fromage, puis 30 minutes pour une glace deux boules. La bienséance voudrait qu'on ne vous réponde pas """"Monsieur ce n'est pas vrai j'ai mon minuteur sous les yeux de plus vous étiez en retard"""" (alors que nous étions en avance) Il est plus """"commerçant"""" de simplement s'excuser. Quand on ne veut pas avoir l'avis d'un client on ne le demande pas ou alors on fait bonne figure et on accepte la critique, sans l'agresser. Cinquième est dernière visite."""
Le Marrakech - Annecy	No Opinion	Positive	Positive	Super restaurant, l’accueil, la gentillesse et la qualité des plats sont au rendez vous! Yallah ! On a même eu le droit aux petites pâtisseries offertes en dessert !
Les Terrasses Poulard - Le Mont-Saint-Michel	Negative	Negative	No Opinion	Un restaurant quelconque qui ne vaut pas le détour. Les moules frites avec beaucoup de jus, et des coquilles vides. Cher pour ce plat. Il y a d'autres établissement moins cher au mont Saint Michel. Passez votre chemin.
Les Grands Buffets - Narbonne	No Opinion	No Opinion	No Opinion	Bonjour,  Je trouve déplorable le fait de ne pouvoir réserver pour 3 personnes ou alors des tables de plus de 6 personnes. En effet nous sommes des habitués (au moins 14 fois) et aujourd'hui nous sommes plus que 3 et même 1 an à l'avance il nous est impossible de réserver. Il est également impossible de réserver pour des tables de plus de 6 personnes. Je pense que vous avez pris trop d'ampleur et faite une sélection et c'est bien dommage
La Fondue - Grenoble	No Opinion	Negative	Negative	Nous sommes arrivé à 21h la patronne mangeais alors que les clients attendaient  Bref on a attendu encore une heure avant que quelqu’un prenne la commande  Sur ce pendant plus de une heure il y avait un salarié( enfin )je suppose qui tapait avec un pique pour enlever le fond de la casserole de fondu  La tartiflette avait un goût acide dégelasse Tout était à la va comme je te pousse  A lire impérativement les commentaires des autres . Je ne recommande vraiment pas ; mes enfants ne font que des pets. Une puenteur C’est dégeulasse
Le Bombay	No Opinion	Positive	Positive	Un restaurant comme il en faudrait plus. Le personnel aux petits soins. Une cuisine haut de gamme raffinée. Pour moi le meilleur restaurant indien de Grenoble.
Les Terrasses de Lyon - Lyon	No Opinion	Positive	Positive	Accueil soigné, placement à la lisière de la terrasse, où la vue est exceptionnelle (je précise que si l'on est en salle intérieure, il n'y a aucune vue !)Service professionnel, plats délicieux, accords mets et vins parfaits
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Comme d'habitude, un accueil adorable  et un délicieux diner hier soir avec une raclette à la truffe à tomber.Le cadre est toujours aussi chaleureux et le personnel attentif et attentionné. J'adore cette adresse incontournable d'Annecy qui est une valeur sure aussi bien pour les voyageurs de passage que pour les habitués. Que du vrai, du bon, du bonheur. Je la recommande à 200% et espère y retourner très vite!
Chalet la Pricaz - Montmin	No Opinion	No Opinion	Negative	Personnel pas du tout aimable, me raccrochant au nez au téléphone. N'accepte pas les chèques vacances. Après leurs attitudes, j'ai  annulé ma réservation pour 5 personnes préférant allez au restaurant la ferme à côté où là le personnel est agréable et eux au moins accepte les chèques vacances.
Chalet la Pricaz - Montmin	No Opinion	Positive	Positive	Que demander de plus ! Quelle vue magnifique pour un repas ! Equipe très sympa, plats typiques régionnaux tres bons. Nous avons passé un agréable moment, et de plus le repas s'est fini sur un coucher de soleil sur le lac d'Annecy ! Ravis !
Le Bombay	Positive	Positive	Positive	C'est le meilleur restaurant indien de Grenoble !! On y mange très bien pour un prix tout à fait raisonnable! L'accueil et le service sont top ! Je recommande vivement :)
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Superbe restaurant face à la cathédrale on descend un grand escalier pour arriver dans une cave magnifique  Personnel très gentils et agréable malgré beaucoup de monde .cuisine excellente
Chalet la Pricaz - Montmin	No Opinion	Positive	Positive	Quelle qualité de produits. Nous nous sommes régalés. Une équipe jeune et hyper simpa. Plats généreux mais pas trop, pour lutter contre le gaspillage, c'est vraiment top. La raclette au reblochon est délicieuse. La fondue a tomber et le magret de canard aux myrtilles reste mon préféré. Cuisson parfaite assaisonné juste ce qu'il faut. Les desserts copieux et généreux et tellement bon ( panna cotta et fondant)
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Accueil, service et cuisine au top. Une remarque: la table en bois colle et devrait être mieux nettoyée.
Les Jardins de Sainte-Cécile - Grenoble	No Opinion	No Opinion	Negative	Nous avions réservé une table pour dîner. Nous avons été surpris d'arriver et de trouver le restaurant fermé à notre arrivée. En faisant le tour, nous avons vu qu'il y ait des gens à l'intérieur. Le restaurant avait été privatisé pour la soirée. Nous sommes donc arrivés à entrer à l'intérieur, et là après vérification, notre nom avait été barré de la liste des réservations sans que nous ayons été prévenus!... Les patrons se sont à peine excusés, mais nous ont plutôt traités d'un air hautain. Aucune contrepartie proposée. Aucun sens commercial.
Le Gurtlerhoft - Strasbourg	No Opinion	Negative	Positive	"""""""Les lavabos et les toilettes étaient très sales. Trop de fromage râpé sur mon plat de"""""""" rostis strasbourgeois"""""""", et les knacks médiocres en goût. Dommage pour un si beau décor ! La responsable de salle (brune aux cheveux courts), en revanche, très professionnelle ! """""""
Shunbun - Grenoble	No Opinion	Positive	Positive	Excellent restaurant de sushis qui se démarque vraiment de beaucoup d'autres! Variété des produits proposés et originalités (saveurs que je n'ai pas vu proposé dans d'autres restaurants de ce type!). Les produits sont frais, ont du goût et sont très bien cuisiner... Très joli décor, personnel très agréable. J'ai adoré
Le Marrakech - Annecy	No Opinion	Mixed	Negative	"""un grand panneau indique la formule tout compris à 14€, bien sur quand on commande le serveur nous indique que c'est hors samedi et dimanche (en effet c'est écrit sur le panneau en petit), mais pourquoi le sortir le weekend ? pour nous piéger ? ça marche... encore moins sympa, le serveur nous """"oblige"""" à prendre le menu enfant à 13e50 (le menu enfant le + cher de la région soit dit en passant) pour notre petit qui a 3 ans et qui mange comme un oiseau, pas moyen de s'arranger pour une brochette ou autre,   bref un petit sentiment de s'etre fait avoir, et du coup ce sera la dernière fois !  côté nourriture le couscous est correct, sans plus...."""
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Repas du midi entre amis. Super accueil, commande prise rapidement et plats servi au bout de 10 min. Nous avons tous pris le gratin de ravioles et bien honnêtement hyper satisfait de notre choix, pour pa part javais pris celui au bleu du Vercors tout simplement un délice, avec la planche de charcuterie et la salade qui va bien j'ai passé un super moment. Une seule envie y retourner rapidement pour manger a nouveau des ravioles. Dommage que ça soit fermé le samedi sinon j y serais très souvent.
Le Gratin Dauphinois - Grenoble	Positive	Positive	Positive	Nous avons pris le menu du midi, avec plat et dessert, ce qui fait une formule assez bon marché. Très bon repas, service rapide et aimable. A recommander
Les 3 Brasseurs - Echirolles	No Opinion	Positive	No Opinion	Un tartare excellent à préparer soi-même. Une terrasse conviviale. Et bien sûr, ces bonnes bières maison, l ambre étant ma préférée.
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Positive	Super service par Yves qui a été au top avec nous toutes la soirée ! Nous avons passé un très bon moment, et le service a été rapide
Les Grands Buffets - Narbonne	No Opinion	Positive	Positive	Accueil parfait, cadre magnifique, personnel très pro, nourriture très variées et bien préparée. Choix de vins locaux et autres très important. Maître d'hôtel Myriam et chef de rang Julien au top. Très très sympathique, professionnel, chaleureux, à notre écoute. Merci à vous deux pour ce bon moments. Les Dremilois
Le Chalet Restaurant - Annecy	No Opinion	No Opinion	Positive	Un moment super gentil accompagné de serveur accueillant. Restaurant très chaleureux !  Merci beaucoup à très bientôt 🫶🏽
Le Bombay	No Opinion	Positive	Positive	Toujours un bon moment au Bombay. Repas excellent et accueil chaleureux. Malgré la salle pleine (en milieu de semaine, nous avions bien fait de réserver) le personnel était à notre écoute et le service rapide.
"""""""Chateau de la commanderie - Grenoble"""""""	No Opinion	Negative	Negative	"""""""Nous avions un bon cadeau avec 2 menus tradition. On nous dit qu il n est servi que le soir ! La personne qui sert le vin est trop décalé pour ce genre de restaurant et très limite au niveau politesse ! On est chez guignol ? On s est retrouvé avec des plats de qualité inférieure ! Le spa qui a suivi est très viellot et il y faisait beaucoup trop chaud !"""""""
La Belle Idée - Grenoble	No Opinion	Positive	Positive	Rien à dire sinon que nous avons très bien accueilli. Le repas très bon, le conseil pour le vin très pointu. Le cadre est chaleureux et on s'y sens tout de suite à l'aise.
Les Terrasses Poulard - Le Mont-Saint-Michel	Negative	No Opinion	No Opinion	Une petite pause dans le premier venu, quel arnaque!!! Un petit verre de cidre (12cl) sans bulle à 7,80 € !!!! Les tables sales, le sol digne d'une fète foraine à la fermeture, les précautions COVID inéxistantes. Quand aux tarifs EXHORBITANTS !!! A éviter absolument le TRUST POULARD
Le Marrakech - Annecy	No Opinion	Positive	Positive	Merciiiii beaucoup pour l'accueil !! Le Patron toujours aussi gentil!! À emporter où sur place son  couscous nous fait voyager. Toujours un vrai plaisir de venir manger.
Le Chalet Restaurant - Annecy	Negative	Negative	Mixed	Très cher pour une qualité très   moyenne. Les tarifs ne sont absolument pas justifies. Service ok et emplacement agréable.  Un restaurant attrape touristes.
La Belle Idée - Grenoble	No Opinion	Positive	Positive	Je recommande vivement pour la qualite et fraîcheur des plats, un service impeccable, on s'est régalé
Le Gurtlerhoft - Strasbourg	No Opinion	Positive	Positive	Restaurant dans un cadre privilégié. Un accueil chaleureux. Un service de qualité. Et bien sûr une très bonne cuisine alsacienne !
Brasserie Chavant Grenoble	No Opinion	No Opinion	Positive	Belle découverte  Dommage qu’il manquait beaucoup de chose à la carte le dimanche soir  serveur très sympa  Et très beau cadre
Les Terrasses Poulard - Le Mont-Saint-Michel	Positive	Mixed	No Opinion	Très positif la vue sur la baie .... sinon franchement pas terrible .... rien d exceptionnel dans les plats même si cela n est pas trop cher pour le lieu
La Fondue - Grenoble	Negative	Negative	Negative	Très déçue. Par l accueil d une part : arrivées à l heure pour le deuxième service du soir (on a du attendre 20mn dans le restau qu on nous prenne en charge...) on a eu le malheur de s installer à une table en attendant car on gênait dans le passage > on s est fait parler comme du poisson pourri...  Repas : On a attendu UNE HEURE pour se faire servir ! Pour moi ce n est pas une vraie fondue savoyarde que j ai mangé je ne sais pas quel formage ils utilisent mais de toute évidence c est du bas de gamme... (et pourtant le prix est conséquent!!)  On s est fait reprocher d avoir laisser griller le fromage dans le plat > inadmissible de parler ainsi à des clients !!  Bref déçus,nous n y retournerons pas...
Le Marrakech - Annecy	No Opinion	Positive	Positive	des l'entrée , tres bel accueil et la deco atypique. les plats ( les tajines ) ont bien mijotés et la tranquillité du resto et vraiment apaisante !
"""""""Terre Adélice - Lyon"""""""	Negative	Positive	Positive	"""""""On avait beaucoup entendu parler de ce glacier, et pour cause: glaces artisanales, avec de vrais ingrédients... et un choix de parfums à n'en plus finir ! Les serveurs sont sympas, et servent trèèèès bien (une boule suffit !). Par contre, les prix sont vraiment élevés, ça reste un cornet de glaces tout de même.."""""""
Le Gratin Dauphinois - Grenoble	No Opinion	No Opinion	No Opinion	Le restaurant était presque plein et nous avons noté l'amélioration au niveau de l'acoustique de la salle.
